country,year,sex,age,suicides_no,population,suicides/100k pop,gdp_for_year,gdp_per_capita,generation
Thailand,1998,male,15-24 years,990.0,5647183.0,17.53,113675706127.0,2005.0,Generation X
Thailand,1998,male,35-54 years,1127.0,7751471.0,14.54,113675706127.0,2005.0,Boomers
Thailand,1998,male,55-74 years,419.0,3207588.0,13.06,113675706127.0,2005.0,Silent
Thailand,1998,male,75+ years,46.0,500114.0,9.2,113675706127.0,2005.0,G.I. Generation
Thailand,1998,female,15-24 years,304.0,5512158.0,5.52,113675706127.0,2005.0,Generation X
Thailand,1998,female,25-34 years,286.0,5630176.0,5.08,113675706127.0,2005.0,Generation X
Thailand,1998,female,35-54 years,343.0,8095997.0,4.24,113675706127.0,2005.0,Boomers
Thailand,1998,female,55-74 years,142.0,3595775.0,3.95,113675706127.0,2005.0,Silent
Thailand,1998,female,75+ years,20.0,680581.0,2.94,113675706127.0,2005.0,G.I. Generation
Thailand,1998,male,5-14 years,38.0,5397792.0,0.7,113675706127.0,2005.0,Millenials
Thailand,1998,female,5-14 years,26.0,5192621.0,0.5,113675706127.0,2005.0,Millenials
Thailand,1999,male,25-34 years,1272.0,5479479.0,23.21,126668932160.0,2203.0,Generation X
Thailand,1999,male,15-24 years,983.0,5554216.0,17.7,126668932160.0,2203.0,Generation X
Thailand,1999,male,35-54 years,1234.0,8133153.0,15.17,126668932160.0,2203.0,Boomers
Thailand,1999,male,55-74 years,469.0,3298897.0,14.22,126668932160.0,2203.0,Silent
Thailand,1999,male,75+ years,72.0,527861.0,13.64,126668932160.0,2203.0,G.I. Generation
Thailand,1999,female,25-34 years,324.0,5683342.0,5.7,126668932160.0,2203.0,Generation X
Thailand,1999,female,15-24 years,283.0,5409200.0,5.23,126668932160.0,2203.0,Generation X
Thailand,1999,female,55-74 years,174.0,3706771.0,4.69,126668932160.0,2203.0,Silent
Thailand,1999,female,35-54 years,380.0,8500029.0,4.47,126668932160.0,2203.0,Boomers
Thailand,1999,female,75+ years,28.0,713838.0,3.92,126668932160.0,2203.0,G.I. Generation
Thailand,1999,male,5-14 years,38.0,5352827.0,0.71,126668932160.0,2203.0,Millenials
Thailand,1999,female,5-14 years,19.0,5148247.0,0.37,126668932160.0,2203.0,Millenials
Thailand,2000,male,25-34 years,1284.0,5430800.0,23.64,126392308498.0,2169.0,Generation X
Thailand,2000,male,15-24 years,961.0,5473800.0,17.56,126392308498.0,2169.0,Generation X
Thailand,2000,male,35-54 years,1263.0,8517696.0,14.83,126392308498.0,2169.0,Boomers
Thailand,2000,male,55-74 years,454.0,3396287.0,13.37,126392308498.0,2169.0,Silent
Thailand,2000,male,75+ years,71.0,558173.0,12.72,126392308498.0,2169.0,G.I. Generation
Thailand,2000,female,75+ years,43.0,751074.0,5.73,126392308498.0,2169.0,G.I. Generation
Thailand,2000,female,35-54 years,444.0,8919470.0,4.98,126392308498.0,2169.0,Boomers
Thailand,2000,female,15-24 years,248.0,5314448.0,4.67,126392308498.0,2169.0,Generation X
Thailand,2000,female,25-34 years,261.0,5675628.0,4.6,126392308498.0,2169.0,Generation X
Thailand,2000,female,55-74 years,153.0,3820685.0,4.0,126392308498.0,2169.0,Silent
Thailand,2000,female,5-14 years,0.0,5098737.0,0.0,126392308498.0,2169.0,Millenials
Thailand,2000,male,5-14 years,0.0,5305337.0,0.0,126392308498.0,2169.0,Millenials
Thailand,2002,male,25-34 years,1063.0,5791577.0,18.35,134300851255.0,2305.0,Generation X
Thailand,2002,male,75+ years,99.0,613130.0,16.15,134300851255.0,2305.0,Silent
Thailand,2002,male,55-74 years,522.0,3362623.0,15.52,134300851255.0,2305.0,Silent
Thailand,2002,male,35-54 years,1252.0,8581154.0,14.59,134300851255.0,2305.0,Boomers
Thailand,2002,male,15-24 years,743.0,5384313.0,13.8,134300851255.0,2305.0,Millenials
Thailand,2002,female,35-54 years,456.0,8981392.0,5.08,134300851255.0,2305.0,Boomers
Thailand,2002,female,75+ years,43.0,866092.0,4.96,134300851255.0,2305.0,Silent
Thailand,2002,female,25-34 years,287.0,5812384.0,4.94,134300851255.0,2305.0,Generation X
Thailand,2002,female,55-74 years,183.0,3816883.0,4.79,134300851255.0,2305.0,Silent
Thailand,2002,female,15-24 years,199.0,5194271.0,3.83,134300851255.0,2305.0,Millenials
Thailand,2002,male,5-14 years,33.0,5077442.0,0.65,134300851255.0,2305.0,Millenials
Thailand,2002,female,5-14 years,22.0,4782128.0,0.46,134300851255.0,2305.0,Millenials
Thailand,2003,male,25-34 years,912.0,5433433.0,16.78,152280653544.0,2531.0,Generation X
Thailand,2003,male,55-74 years,531.0,3697698.0,14.36,152280653544.0,2531.0,Silent
Thailand,2003,male,35-54 years,1277.0,9254313.0,13.8,152280653544.0,2531.0,Boomers
Thailand,2003,male,75+ years,93.0,680116.0,13.67,152280653544.0,2531.0,Silent
Thailand,2003,male,15-24 years,579.0,5371988.0,10.78,152280653544.0,2531.0,Millenials
Thailand,2003,female,75+ years,41.0,894196.0,4.59,152280653544.0,2531.0,Silent
Thailand,2003,female,25-34 years,248.0,5596786.0,4.43,152280653544.0,2531.0,Generation X
Thailand,2003,female,55-74 years,183.0,4180149.0,4.38,152280653544.0,2531.0,Silent
Thailand,2003,female,35-54 years,394.0,9801993.0,4.02,152280653544.0,2531.0,Boomers
Thailand,2003,female,15-24 years,177.0,5249392.0,3.37,152280653544.0,2531.0,Millenials
Thailand,2003,male,5-14 years,33.0,5101537.0,0.65,152280653544.0,2531.0,Millenials
Thailand,2003,female,5-14 years,16.0,4897350.0,0.33,152280653544.0,2531.0,Millenials
Thailand,2004,male,25-34 years,915.0,5415213.0,16.9,172895476153.0,2849.0,Generation X
Thailand,2004,male,35-54 years,1251.0,9483233.0,13.19,172895476153.0,2849.0,Boomers
Thailand,2004,male,75+ years,93.0,719132.0,12.93,172895476153.0,2849.0,Silent
Thailand,2004,male,55-74 years,491.0,3818852.0,12.86,172895476153.0,2849.0,Silent
Thailand,2004,male,15-24 years,486.0,5311644.0,9.15,172895476153.0,2849.0,Millenials
Thailand,2004,female,75+ years,46.0,944827.0,4.87,172895476153.0,2849.0,Silent
Thailand,2004,female,55-74 years,190.0,4322098.0,4.4,172895476153.0,2849.0,Silent
Thailand,2004,female,35-54 years,413.0,10068026.0,4.1,172895476153.0,2849.0,Boomers
Thailand,2004,female,25-34 years,220.0,5553004.0,3.96,172895476153.0,2849.0,Generation X
Thailand,2004,female,15-24 years,162.0,5201780.0,3.11,172895476153.0,2849.0,Millenials
Thailand,2004,male,5-14 years,17.0,5028787.0,0.34,172895476153.0,2849.0,Millenials
Thailand,2004,female,5-14 years,12.0,4819777.0,0.25,172895476153.0,2849.0,Millenials
Thailand,2005,male,25-34 years,838.0,5394031.0,15.54,189318499954.0,3094.0,Generation X
Thailand,2005,male,75+ years,94.0,756122.0,12.43,189318499954.0,3094.0,Silent
Thailand,2005,male,55-74 years,486.0,3955327.0,12.29,189318499954.0,3094.0,Silent
Thailand,2005,male,35-54 years,1128.0,9695484.0,11.63,189318499954.0,3094.0,Boomers
Thailand,2005,male,15-24 years,458.0,5246514.0,8.73,189318499954.0,3094.0,Millenials
Thailand,2005,female,55-74 years,175.0,4480508.0,3.91,189318499954.0,3094.0,Silent
Thailand,2005,female,35-54 years,383.0,10311164.0,3.71,189318499954.0,3094.0,Boomers
Thailand,2005,female,25-34 years,187.0,5511934.0,3.39,189318499954.0,3094.0,Generation X
Thailand,2005,female,75+ years,33.0,996752.0,3.31,189318499954.0,3094.0,Silent
Thailand,2005,female,15-24 years,117.0,5146603.0,2.27,189318499954.0,3094.0,Millenials
Thailand,2005,male,5-14 years,26.0,4951038.0,0.53,189318499954.0,3094.0,Millenials
Thailand,2005,female,5-14 years,12.0,4737188.0,0.25,189318499954.0,3094.0,Millenials
Thailand,2006,male,25-34 years,765.0,5386410.0,14.2,221758486880.0,3598.0,Generation X
Thailand,2006,male,35-54 years,1150.0,9887556.0,11.63,221758486880.0,3598.0,Boomers
Thailand,2006,male,55-74 years,458.0,4090909.0,11.2,221758486880.0,3598.0,Silent
Thailand,2006,male,75+ years,87.0,801587.0,10.85,221758486880.0,3598.0,Silent
Thailand,2006,male,15-24 years,378.0,5162684.0,7.32,221758486880.0,3598.0,Millenials
Thailand,2006,female,35-54 years,339.0,10529498.0,3.22,221758486880.0,3598.0,Boomers
Thailand,2006,female,55-74 years,147.0,4640141.0,3.17,221758486880.0,3598.0,Silent
Thailand,2006,female,75+ years,27.0,1054449.0,2.56,221758486880.0,3598.0,Silent
Thailand,2006,female,25-34 years,139.0,5487543.0,2.53,221758486880.0,3598.0,Generation X
Thailand,2006,female,15-24 years,91.0,5071455.0,1.79,221758486880.0,3598.0,Millenials
Thailand,2006,male,5-14 years,14.0,4871391.0,0.29,221758486880.0,3598.0,Millenials
Thailand,2006,female,5-14 years,13.0,4652889.0,0.28,221758486880.0,3598.0,Millenials
Thailand,2007,male,75+ years,104.0,708031.0,14.69,262942650544.0,4461.0,Silent
Thailand,2007,male,25-34 years,798.0,5444545.0,14.66,262942650544.0,4461.0,Generation X
Thailand,2007,male,55-74 years,470.0,3718870.0,12.64,262942650544.0,4461.0,Silent
Thailand,2007,male,35-54 years,1149.0,9422822.0,12.19,262942650544.0,4461.0,Boomers
Thailand,2007,male,15-24 years,406.0,4948804.0,8.2,262942650544.0,4461.0,Millenials
Thailand,2007,female,75+ years,43.0,1017629.0,4.23,262942650544.0,4461.0,Silent
Thailand,2007,female,55-74 years,155.0,4278519.0,3.62,262942650544.0,4461.0,Silent
Thailand,2007,female,35-54 years,356.0,9981463.0,3.57,262942650544.0,4461.0,Boomers
Thailand,2007,female,25-34 years,159.0,5419991.0,2.93,262942650544.0,4461.0,Generation X
Thailand,2007,female,15-24 years,89.0,4762664.0,1.87,262942650544.0,4461.0,Millenials
Thailand,2007,male,5-14 years,16.0,4752235.0,0.34,262942650544.0,4461.0,Generation Z
Thailand,2007,female,5-14 years,9.0,4486048.0,0.2,262942650544.0,4461.0,Generation Z
Thailand,2008,male,25-34 years,757.0,5411804.0,13.99,291383081232.0,4921.0,Generation X
Thailand,2008,male,75+ years,101.0,726812.0,13.9,291383081232.0,4921.0,Silent
Thailand,2008,male,55-74 years,473.0,3802960.0,12.44,291383081232.0,4921.0,Silent
Thailand,2008,male,35-54 years,1188.0,9562677.0,12.42,291383081232.0,4921.0,Boomers
Thailand,2008,male,15-24 years,374.0,4934951.0,7.58,291383081232.0,4921.0,Millenials
Thailand,2008,female,75+ years,50.0,1054269.0,4.74,291383081232.0,4921.0,Silent
Thailand,2008,female,55-74 years,173.0,4389154.0,3.94,291383081232.0,4921.0,Silent
Thailand,2008,female,35-54 years,398.0,10132362.0,3.93,291383081232.0,4921.0,Boomers
Thailand,2008,female,25-34 years,143.0,5373526.0,2.66,291383081232.0,4921.0,Generation X
Thailand,2008,female,15-24 years,97.0,4741877.0,2.05,291383081232.0,4921.0,Millenials
Thailand,2008,male,5-14 years,13.0,4676722.0,0.28,291383081232.0,4921.0,Generation Z
Thailand,2008,female,5-14 years,11.0,4409659.0,0.25,291383081232.0,4921.0,Generation Z
Thailand,2009,male,75+ years,116.0,755613.0,15.35,281710095725.0,4736.0,Silent
Thailand,2009,male,55-74 years,542.0,3927105.0,13.8,281710095725.0,4736.0,Silent
Thailand,2009,male,25-34 years,707.0,5357432.0,13.2,281710095725.0,4736.0,Generation X
Thailand,2009,male,35-54 years,1172.0,9681789.0,12.11,281710095725.0,4736.0,Boomers
Thailand,2009,male,15-24 years,369.0,4914657.0,7.51,281710095725.0,4736.0,Millenials
Thailand,2009,female,55-74 years,185.0,4542278.0,4.07,281710095725.0,4736.0,Silent
Thailand,2009,female,35-54 years,382.0,10260748.0,3.72,281710095725.0,4736.0,Boomers
Thailand,2009,female,75+ years,35.0,1099718.0,3.18,281710095725.0,4736.0,Silent
Thailand,2009,female,25-34 years,142.0,5309573.0,2.67,281710095725.0,4736.0,Generation X
Thailand,2009,female,15-24 years,100.0,4716781.0,2.12,281710095725.0,4736.0,Millenials
Thailand,2009,male,5-14 years,20.0,4588799.0,0.44,281710095725.0,4736.0,Generation Z
Thailand,2009,female,5-14 years,17.0,4329225.0,0.39,281710095725.0,4736.0,Generation Z
Thailand,2010,male,75+ years,145.0,787665.0,18.41,341105009515.0,5707.0,Silent
Thailand,2010,male,25-34 years,688.0,5293421.0,13.0,341105009515.0,5707.0,Generation X
Thailand,2010,male,55-74 years,511.0,4075634.0,12.54,341105009515.0,5707.0,Silent
Thailand,2010,male,35-54 years,1166.0,9786527.0,11.91,341105009515.0,5707.0,Generation X
Thailand,2010,male,15-24 years,387.0,4905031.0,7.89,341105009515.0,5707.0,Millenials
Thailand,2010,female,75+ years,41.0,1146473.0,3.58,341105009515.0,5707.0,Silent
Thailand,2010,female,55-74 years,164.0,4724470.0,3.47,341105009515.0,5707.0,Silent
Thailand,2010,female,35-54 years,345.0,10369541.0,3.33,341105009515.0,5707.0,Generation X
Thailand,2010,female,25-34 years,164.0,5237458.0,3.13,341105009515.0,5707.0,Generation X
Thailand,2010,female,15-24 years,120.0,4702548.0,2.55,341105009515.0,5707.0,Millenials
Thailand,2010,male,5-14 years,16.0,4496770.0,0.36,341105009515.0,5707.0,Generation Z
Thailand,2010,female,5-14 years,14.0,4244226.0,0.33,341105009515.0,5707.0,Generation Z
Thailand,2011,male,25-34 years,782.0,5237957.0,14.93,370818747397.0,6153.0,Millenials
Thailand,2011,male,75+ years,112.0,827970.0,13.53,370818747397.0,6153.0,Silent
Thailand,2011,male,35-54 years,1227.0,9897542.0,12.4,370818747397.0,6153.0,Generation X
Thailand,2011,male,55-74 years,488.0,4266668.0,11.44,370818747397.0,6153.0,Boomers
Thailand,2011,male,15-24 years,357.0,4929387.0,7.24,370818747397.0,6153.0,Millenials
Thailand,2011,female,75+ years,56.0,1205643.0,4.64,370818747397.0,6153.0,Silent
Thailand,2011,female,55-74 years,217.0,4948016.0,4.39,370818747397.0,6153.0,Boomers
Thailand,2011,female,35-54 years,361.0,10474832.0,3.45,370818747397.0,6153.0,Generation X
Thailand,2011,female,25-34 years,147.0,5172436.0,2.84,370818747397.0,6153.0,Millenials
Thailand,2011,female,15-24 years,95.0,4723611.0,2.01,370818747397.0,6153.0,Millenials
Thailand,2011,male,5-14 years,19.0,4413405.0,0.43,370818747397.0,6153.0,Generation Z
Thailand,2011,female,5-14 years,12.0,4164365.0,0.29,370818747397.0,6153.0,Generation Z
Thailand,2012,male,75+ years,136.0,869252.0,15.65,397558094270.0,6584.0,Silent
Thailand,2012,male,25-34 years,721.0,5121552.0,14.08,397558094270.0,6584.0,Millenials
Thailand,2012,male,55-74 years,581.0,4433963.0,13.1,397558094270.0,6584.0,Boomers
Thailand,2012,male,35-54 years,1234.0,9949264.0,12.4,397558094270.0,6584.0,Generation X
Thailand,2012,male,15-24 years,369.0,4938617.0,7.47,397558094270.0,6584.0,Millenials
Thailand,2012,female,55-74 years,222.0,5145957.0,4.31,397558094270.0,6584.0,Boomers
Thailand,2012,female,75+ years,54.0,1265466.0,4.27,397558094270.0,6584.0,Silent
Thailand,2012,female,35-54 years,394.0,10521850.0,3.74,397558094270.0,6584.0,Generation X
Thailand,2012,female,25-34 years,162.0,5050719.0,3.21,397558094270.0,6584.0,Millenials
Thailand,2012,female,15-24 years,84.0,4728702.0,1.78,397558094270.0,6584.0,Millenials
Thailand,2012,female,5-14 years,14.0,4056666.0,0.35,397558094270.0,6584.0,Generation Z
Thailand,2012,male,5-14 years,14.0,4300247.0,0.33,397558094270.0,6584.0,Generation Z
Thailand,2013,male,75+ years,152.0,937427.0,16.21,420333333333.0,6917.0,Silent
Thailand,2013,male,25-34 years,706.0,5038432.0,14.01,420333333333.0,6917.0,Millenials
Thailand,2013,male,35-54 years,1313.0,10032499.0,13.09,420333333333.0,6917.0,Generation X
Thailand,2013,male,55-74 years,586.0,4596763.0,12.75,420333333333.0,6917.0,Boomers
Thailand,2013,male,15-24 years,331.0,4956860.0,6.68,420333333333.0,6917.0,Millenials
Thailand,2013,female,75+ years,64.0,1362800.0,4.7,420333333333.0,6917.0,Silent
Thailand,2013,female,35-54 years,382.0,10594744.0,3.61,420333333333.0,6917.0,Generation X
Thailand,2013,female,55-74 years,190.0,5336311.0,3.56,420333333333.0,6917.0,Boomers
Thailand,2013,female,25-34 years,126.0,4960889.0,2.54,420333333333.0,6917.0,Millenials
Thailand,2013,female,15-24 years,88.0,4741021.0,1.86,420333333333.0,6917.0,Millenials
Thailand,2013,male,5-14 years,17.0,4224575.0,0.4,420333333333.0,6917.0,Generation Z
Thailand,2013,female,5-14 years,6.0,3984166.0,0.15,420333333333.0,6917.0,Generation Z
Thailand,2014,male,25-34 years,682.0,4969108.0,13.72,407339361696.0,6662.0,Millenials
Thailand,2014,male,75+ years,137.0,1005485.0,13.63,407339361696.0,6662.0,Silent
Thailand,2014,male,55-74 years,632.0,4771792.0,13.24,407339361696.0,6662.0,Boomers
Thailand,2014,male,35-54 years,1274.0,10095367.0,12.62,407339361696.0,6662.0,Generation X
Thailand,2014,male,15-24 years,337.0,4935213.0,6.83,407339361696.0,6662.0,Millenials
Thailand,2014,female,75+ years,71.0,1458962.0,4.87,407339361696.0,6662.0,Silent
Thailand,2014,female,55-74 years,240.0,5539928.0,4.33,407339361696.0,6662.0,Boomers
Thailand,2014,female,35-54 years,388.0,10644118.0,3.65,407339361696.0,6662.0,Generation X
Thailand,2014,female,25-34 years,116.0,4883263.0,2.38,407339361696.0,6662.0,Millenials
Thailand,2014,female,15-24 years,49.0,4717317.0,1.04,407339361696.0,6662.0,Millenials
Thailand,2014,female,5-14 years,14.0,3940160.0,0.36,407339361696.0,6662.0,Generation Z
Thailand,2014,male,5-14 years,12.0,4179206.0,0.29,407339361696.0,6662.0,Generation Z
Thailand,2015,male,75+ years,174.0,1068139.0,16.29,401399422443.0,6552.0,Silent
Thailand,2015,male,35-54 years,1482.0,10101149.0,14.67,401399422443.0,6552.0,Generation X
Thailand,2015,male,55-74 years,718.0,4990958.0,14.39,401399422443.0,6552.0,Boomers
Thailand,2015,male,25-34 years,663.0,4873464.0,13.6,401399422443.0,6552.0,Millenials
Thailand,2015,male,15-24 years,317.0,4847684.0,6.54,401399422443.0,6552.0,Millenials
Thailand,2015,female,55-74 years,248.0,5795996.0,4.28,401399422443.0,6552.0,Boomers
Thailand,2015,female,75+ years,63.0,1527522.0,4.12,401399422443.0,6552.0,Silent
Thailand,2015,female,35-54 years,363.0,10646859.0,3.41,401399422443.0,6552.0,Generation X
Thailand,2015,female,25-34 years,96.0,4783703.0,2.01,401399422443.0,6552.0,Millenials
Thailand,2015,female,15-24 years,55.0,4632371.0,1.19,401399422443.0,6552.0,Millenials
Thailand,2015,female,5-14 years,14.0,3881727.0,0.36,401399422443.0,6552.0,Generation Z
Thailand,2015,male,5-14 years,12.0,4111704.0,0.29,401399422443.0,6552.0,Generation Z
Trinidad and Tobago,1985,male,35-54 years,9.0,100000.0,9.0,7375918367.0,7317.0,Silent
Trinidad and Tobago,1985,male,25-34 years,8.0,93000.0,8.6,7375918367.0,7317.0,Boomers
Trinidad and Tobago,1985,male,55-74 years,2.0,51000.0,3.92,7375918367.0,7317.0,G.I. Generation
Trinidad and Tobago,1985,male,15-24 years,4.0,123000.0,3.25,7375918367.0,7317.0,Generation X
Trinidad and Tobago,1985,female,15-24 years,3.0,123000.0,2.44,7375918367.0,7317.0,Generation X
Trinidad and Tobago,1985,female,25-34 years,2.0,93000.0,2.15,7375918367.0,7317.0,Boomers
Trinidad and Tobago,1985,male,5-14 years,1.0,124000.0,0.81,7375918367.0,7317.0,Generation X
Trinidad and Tobago,1985,female,35-54 years,0.0,102000.0,0.0,7375918367.0,7317.0,Silent
Trinidad and Tobago,1985,female,5-14 years,0.0,121000.0,0.0,7375918367.0,7317.0,Generation X
Trinidad and Tobago,1985,female,55-74 years,0.0,55000.0,0.0,7375918367.0,7317.0,G.I. Generation
Trinidad and Tobago,1985,female,75+ years,0.0,14000.0,0.0,7375918367.0,7317.0,G.I. Generation
Trinidad and Tobago,1985,male,75+ years,0.0,9000.0,0.0,7375918367.0,7317.0,G.I. Generation
Trinidad and Tobago,1986,male,25-34 years,25.0,100800.0,24.8,4794444444.0,4516.0,Boomers
Trinidad and Tobago,1986,male,35-54 years,21.0,106900.0,19.64,4794444444.0,4516.0,Silent
Trinidad and Tobago,1986,male,55-74 years,8.0,51800.0,15.44,4794444444.0,4516.0,G.I. Generation
Trinidad and Tobago,1986,male,75+ years,1.0,9200.0,10.87,4794444444.0,4516.0,G.I. Generation
Trinidad and Tobago,1986,male,15-24 years,13.0,129300.0,10.05,4794444444.0,4516.0,Generation X
Trinidad and Tobago,1986,female,15-24 years,12.0,130300.0,9.21,4794444444.0,4516.0,Generation X
Trinidad and Tobago,1986,female,25-34 years,9.0,100800.0,8.93,4794444444.0,4516.0,Boomers
Trinidad and Tobago,1986,female,75+ years,1.0,12200.0,8.2,4794444444.0,4516.0,G.I. Generation
Trinidad and Tobago,1986,female,35-54 years,9.0,109900.0,8.19,4794444444.0,4516.0,Silent
Trinidad and Tobago,1986,female,55-74 years,4.0,56900.0,7.03,4794444444.0,4516.0,G.I. Generation
Trinidad and Tobago,1986,male,5-14 years,1.0,130300.0,0.77,4794444444.0,4516.0,Generation X
Trinidad and Tobago,1986,female,5-14 years,0.0,123200.0,0.0,4794444444.0,4516.0,Generation X
Trinidad and Tobago,1987,male,75+ years,4.0,9300.0,43.01,4797777778.0,4449.0,G.I. Generation
Trinidad and Tobago,1987,male,25-34 years,30.0,102500.0,29.27,4797777778.0,4449.0,Boomers
Trinidad and Tobago,1987,male,35-54 years,23.0,108600.0,21.18,4797777778.0,4449.0,Silent
Trinidad and Tobago,1987,male,15-24 years,25.0,131200.0,19.05,4797777778.0,4449.0,Generation X
Trinidad and Tobago,1987,male,55-74 years,9.0,52700.0,17.08,4797777778.0,4449.0,G.I. Generation
Trinidad and Tobago,1987,female,35-54 years,9.0,111700.0,8.06,4797777778.0,4449.0,Silent
Trinidad and Tobago,1987,female,25-34 years,7.0,102500.0,6.83,4797777778.0,4449.0,Boomers
Trinidad and Tobago,1987,female,15-24 years,8.0,132200.0,6.05,4797777778.0,4449.0,Generation X
Trinidad and Tobago,1987,female,55-74 years,2.0,57900.0,3.45,4797777778.0,4449.0,G.I. Generation
Trinidad and Tobago,1987,female,5-14 years,1.0,125100.0,0.8,4797777778.0,4449.0,Generation X
Trinidad and Tobago,1987,male,5-14 years,1.0,132300.0,0.76,4797777778.0,4449.0,Generation X
Trinidad and Tobago,1987,female,75+ years,0.0,12300.0,0.0,4797777778.0,4449.0,G.I. Generation
Trinidad and Tobago,1988,male,75+ years,5.0,9400.0,53.19,4496852073.0,4104.0,G.I. Generation
Trinidad and Tobago,1988,male,25-34 years,39.0,104100.0,37.46,4496852073.0,4104.0,Boomers
Trinidad and Tobago,1988,male,55-74 years,20.0,53500.0,37.38,4496852073.0,4104.0,G.I. Generation
Trinidad and Tobago,1988,male,35-54 years,32.0,110300.0,29.01,4496852073.0,4104.0,Silent
Trinidad and Tobago,1988,male,15-24 years,22.0,133500.0,16.48,4496852073.0,4104.0,Generation X
Trinidad and Tobago,1988,female,75+ years,2.0,12400.0,16.13,4496852073.0,4104.0,G.I. Generation
Trinidad and Tobago,1988,female,25-34 years,16.0,104100.0,15.37,4496852073.0,4104.0,Boomers
Trinidad and Tobago,1988,female,35-54 years,13.0,113400.0,11.46,4496852073.0,4104.0,Silent
Trinidad and Tobago,1988,female,15-24 years,10.0,134500.0,7.43,4496852073.0,4104.0,Generation X
Trinidad and Tobago,1988,female,5-14 years,4.0,127200.0,3.14,4496852073.0,4104.0,Generation X
Trinidad and Tobago,1988,female,55-74 years,1.0,58700.0,1.7,4496852073.0,4104.0,G.I. Generation
Trinidad and Tobago,1988,male,5-14 years,0.0,134500.0,0.0,4496852073.0,4104.0,Generation X
Trinidad and Tobago,1989,male,35-54 years,45.0,111000.0,40.54,4323058824.0,4040.0,Silent
Trinidad and Tobago,1989,male,25-34 years,37.0,105000.0,35.24,4323058824.0,4040.0,Boomers
Trinidad and Tobago,1989,male,55-74 years,15.0,52000.0,28.85,4323058824.0,4040.0,G.I. Generation
Trinidad and Tobago,1989,male,15-24 years,30.0,116000.0,25.86,4323058824.0,4040.0,Generation X
Trinidad and Tobago,1989,male,75+ years,2.0,9000.0,22.22,4323058824.0,4040.0,G.I. Generation
Trinidad and Tobago,1989,female,15-24 years,20.0,116000.0,17.24,4323058824.0,4040.0,Generation X
Trinidad and Tobago,1989,female,35-54 years,11.0,115000.0,9.57,4323058824.0,4040.0,Silent
Trinidad and Tobago,1989,female,75+ years,1.0,15000.0,6.67,4323058824.0,4040.0,G.I. Generation
Trinidad and Tobago,1989,female,25-34 years,5.0,107000.0,4.67,4323058824.0,4040.0,Boomers
Trinidad and Tobago,1989,female,55-74 years,2.0,56000.0,3.57,4323058824.0,4040.0,G.I. Generation
Trinidad and Tobago,1989,male,5-14 years,3.0,136000.0,2.21,4323058824.0,4040.0,Generation X
Trinidad and Tobago,1989,female,5-14 years,2.0,132000.0,1.52,4323058824.0,4040.0,Generation X
Trinidad and Tobago,1990,male,25-34 years,43.0,107000.0,40.19,5068000000.0,4656.0,Boomers
Trinidad and Tobago,1990,male,55-74 years,16.0,52000.0,30.77,5068000000.0,4656.0,G.I. Generation
Trinidad and Tobago,1990,male,35-54 years,34.0,113000.0,30.09,5068000000.0,4656.0,Silent
Trinidad and Tobago,1990,male,15-24 years,30.0,115000.0,26.09,5068000000.0,4656.0,Generation X
Trinidad and Tobago,1990,female,15-24 years,17.0,114000.0,14.91,5068000000.0,4656.0,Generation X
Trinidad and Tobago,1990,male,75+ years,1.0,10000.0,10.0,5068000000.0,4656.0,G.I. Generation
Trinidad and Tobago,1990,female,35-54 years,11.0,119000.0,9.24,5068000000.0,4656.0,Silent
Trinidad and Tobago,1990,female,55-74 years,5.0,57000.0,8.77,5068000000.0,4656.0,G.I. Generation
Trinidad and Tobago,1990,female,25-34 years,8.0,109000.0,7.34,5068000000.0,4656.0,Boomers
Trinidad and Tobago,1990,female,75+ years,1.0,16500.0,6.06,5068000000.0,4656.0,G.I. Generation
Trinidad and Tobago,1990,female,5-14 years,3.0,136000.0,2.21,5068000000.0,4656.0,Generation X
Trinidad and Tobago,1990,male,5-14 years,1.0,140000.0,0.71,5068000000.0,4656.0,Generation X
Trinidad and Tobago,1991,male,15-24 years,42.0,114000.0,36.84,5307905882.0,4817.0,Generation X
Trinidad and Tobago,1991,male,55-74 years,16.0,52000.0,30.77,5307905882.0,4817.0,Silent
Trinidad and Tobago,1991,male,25-34 years,32.0,108000.0,29.63,5307905882.0,4817.0,Boomers
Trinidad and Tobago,1991,male,35-54 years,27.0,117000.0,23.08,5307905882.0,4817.0,Boomers
Trinidad and Tobago,1991,female,15-24 years,11.0,113000.0,9.73,5307905882.0,4817.0,Generation X
Trinidad and Tobago,1991,female,35-54 years,8.0,121000.0,6.61,5307905882.0,4817.0,Boomers
Trinidad and Tobago,1991,female,75+ years,1.0,16000.0,6.25,5307905882.0,4817.0,G.I. Generation
Trinidad and Tobago,1991,female,25-34 years,4.0,111000.0,3.6,5307905882.0,4817.0,Boomers
Trinidad and Tobago,1991,female,55-74 years,2.0,58000.0,3.45,5307905882.0,4817.0,Silent
Trinidad and Tobago,1991,female,5-14 years,4.0,139000.0,2.88,5307905882.0,4817.0,Millenials
Trinidad and Tobago,1991,male,5-14 years,1.0,143000.0,0.7,5307905882.0,4817.0,Millenials
Trinidad and Tobago,1991,male,75+ years,0.0,10000.0,0.0,5307905882.0,4817.0,G.I. Generation
